row-number,field,issue-type,value
1,organisation,default,local-authority-eng:ROC
1,entry-date,default,2020-11-29
2,organisation,default,local-authority-eng:ROC
2,entry-date,default,2020-11-29
3,organisation,default,local-authority-eng:ROC
3,entry-date,default,2020-11-29
4,organisation,default,local-authority-eng:ROC
4,entry-date,default,2020-11-29
5,organisation,default,local-authority-eng:ROC
5,entry-date,default,2020-11-29
6,organisation,default,local-authority-eng:ROC
6,entry-date,default,2020-11-29
7,organisation,default,local-authority-eng:ROC
7,entry-date,default,2020-11-29
8,organisation,default,local-authority-eng:ROC
8,entry-date,default,2020-11-29
9,organisation,default,local-authority-eng:ROC
9,entry-date,default,2020-11-29
10,organisation,default,local-authority-eng:ROC
10,entry-date,default,2020-11-29
