row-number,field,issue-type,value
1,organisation,default,local-authority-eng:DUD
1,entry-date,default,2020-11-29
2,organisation,default,local-authority-eng:DUD
2,entry-date,default,2020-11-29
3,organisation,default,local-authority-eng:DUD
3,entry-date,default,2020-11-29
4,organisation,default,local-authority-eng:DUD
4,entry-date,default,2020-11-29
5,organisation,default,local-authority-eng:DUD
5,entry-date,default,2020-11-29
6,organisation,default,local-authority-eng:DUD
6,entry-date,default,2020-11-29
7,organisation,default,local-authority-eng:DUD
7,entry-date,default,2020-11-29
8,organisation,default,local-authority-eng:DUD
8,entry-date,default,2020-11-29
9,organisation,default,local-authority-eng:DUD
9,entry-date,default,2020-11-29
10,organisation,default,local-authority-eng:DUD
10,entry-date,default,2020-11-29
11,organisation,default,local-authority-eng:DUD
11,entry-date,default,2020-11-29
12,organisation,default,local-authority-eng:DUD
12,entry-date,default,2020-11-29
13,organisation,default,local-authority-eng:DUD
13,entry-date,default,2020-11-29
14,organisation,default,local-authority-eng:DUD
14,entry-date,default,2020-11-29
15,organisation,default,local-authority-eng:DUD
15,entry-date,default,2020-11-29
16,organisation,default,local-authority-eng:DUD
16,entry-date,default,2020-11-29
17,organisation,default,local-authority-eng:DUD
17,entry-date,default,2020-11-29
18,organisation,default,local-authority-eng:DUD
18,entry-date,default,2020-11-29
19,organisation,default,local-authority-eng:DUD
19,entry-date,default,2020-11-29
20,organisation,default,local-authority-eng:DUD
20,entry-date,default,2020-11-29
21,organisation,default,local-authority-eng:DUD
21,entry-date,default,2020-11-29
22,organisation,default,local-authority-eng:DUD
22,entry-date,default,2020-11-29
23,organisation,default,local-authority-eng:DUD
23,entry-date,default,2020-11-29
24,organisation,default,local-authority-eng:DUD
24,entry-date,default,2020-11-29
25,organisation,default,local-authority-eng:DUD
25,entry-date,default,2020-11-29
26,organisation,default,local-authority-eng:DUD
26,entry-date,default,2020-11-29
27,organisation,default,local-authority-eng:DUD
27,entry-date,default,2020-11-29
28,organisation,default,local-authority-eng:DUD
28,entry-date,default,2020-11-29
29,organisation,default,local-authority-eng:DUD
29,entry-date,default,2020-11-29
30,organisation,default,local-authority-eng:DUD
30,entry-date,default,2020-11-29
31,organisation,default,local-authority-eng:DUD
31,entry-date,default,2020-11-29
32,organisation,default,local-authority-eng:DUD
32,entry-date,default,2020-11-29
33,organisation,default,local-authority-eng:DUD
33,entry-date,default,2020-11-29
34,organisation,default,local-authority-eng:DUD
34,entry-date,default,2020-11-29
